Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Taxonomic lineage
UP000006689	Pea seed-borne mosaic virus (strain DPD1)	31736	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus pisumsemenportati, Pea seed-borne mosaic virus
UP000006703	Blackberry virus Y (isolate Blackberry plant/USA:Arkansas/C3ARK/2005) (BVY)	686949	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Brambyvirus, Brambyvirus rubi, Blackberry virus Y
UP000006704	Barley yellow mosaic virus (isolate China/Yancheng/1998) (BaYMV)	652104	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Bymovirus, Bymovirus hordeiluteum, Barley yellow mosaic virus
UP000006710	Sindbis virus (SINV)	11034	3		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus, Alphavirus sindbis
UP000006716	Human coronavirus 229E (HCoV-229E)	11137	8		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Alphacoronavirus, Duvinacovirus, Alphacoronavirus chicagoense
UP000006717	Avian infectious bronchitis virus (strain Beaudette) (IBV)	11122	10		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Gammacoronavirus, Igacovirus, Gammacoronavirus galli, Avian coronavirus, Infectious bronchitis virus
UP000006723	Potato leafroll virus (strain Potato/Scotland/strain 1/1984) (PLrV)	12046	9		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Sobelivirales, Solemoviridae, Polerovirus, Polerovirus PLRV, Potato leafroll virus
UP000006724	Human hepatitis A virus genotype IB (isolate HM175) (HHAV) (Human hepatitis A virus (isolate Human/Australia/HM175/1976))	12098	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Heptrevirinae, Hepatovirus, Hepatovirus ahepa, Hepatovirus A, Human hepatitis A virus
UP000006848	Tick-borne powassan virus (strain LB) (POWV) (Powassan virus)	39008	1		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Orthoflavivirus, Orthoflavivirus powassanense, Powassan virus
UP000006849	Plum pox potyvirus (strain D) (PPV)	12212	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus plumpoxi, Plum pox virus
UP000007016	Soybean mosaic virus (strain N) (SMV)	12223	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus glycitessellati, Soybean mosaic virus
UP000007023	Porcine circovirus 1 (PCV1)	133704	2		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, Circovirus, Circovirus porcine1
UP000007070	Human rhinovirus A serotype 89 (strain 41467-Gallo) (HRV-89)	650130	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Ensavirinae, unclassified Ensavirinae, Enterovirus, Enterovirus alpharhino, Rhinovirus A, Human rhinovirus 89
UP000007084	Sweet potato mild mottle virus (isolate Salazar) (SPMMV)	652105	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Ipomovirus, Ipomovirus lenisbatatae, Sweet potato mild mottle virus
UP000007086	Rice tungro spherical virus (strain A) (RTSV) (Rice tungro spherical waikavirus)	337081	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Secoviridae, Waikavirus, Ritunrivirus, Waikavirus oryzae, Rice tungro spherical virus
UP000007103	Parsnip yellow fleck virus (isolate P-121) (PYFV)	33762	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Secoviridae, Sequivirus, Sequivirus pastinacae, Parsnip yellow fleck virus
UP000007138	Sagiyama virus (SAGV)	59303	2		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus, Alphavirus getah, Getah virus
UP000007192	Murine coronavirus (strain A59) (MHV-A59) (Murine hepatitis virus)	11142	11		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Betacoronavirus, Embecovirus, Betacoronavirus muris, Murine coronavirus, Murine hepatitis virus
UP000007200	Dengue virus type 3 (strain Philippines/H87/1956) (DENV-3)	408870	1		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Orthoflavivirus, Orthoflavivirus denguei, Dengue virus, Dengue virus type 3
UP000007207	Reston ebolavirus (strain Reston-89) (REBOV) (Reston Ebola virus)	386032	9		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, unclassified Mononegavirales, Filoviridae, Orthoebolavirus, Orthoebolavirus restonense, Reston ebolavirus
UP000007209	Zaire ebolavirus (strain Mayinga-76) (ZEBOV) (Zaire Ebola virus)	128952	9		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, unclassified Mononegavirales, Filoviridae, Orthoebolavirus, Orthoebolavirus zairense, Ebola virus
UP000007213	Infectious pancreatic necrosis virus (strain Sp) (IPNV)	11005	3		Unknown	Viruses, Riboviria, Orthornavirae, Orthornavirae incertae sedis, Birnaviridae, Aquabirnavirus, Aquabirnavirus salmonidae, Infectious pancreatic necrosis virus
UP000007214	Japanese encephalitis virus (strain Jaoars982) (JEV)	11075	2		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Orthoflavivirus, Orthoflavivirus japonicum, Japanese encephalitis virus
UP000007215	Sheep pulmonary adenomatosis virus (Jaagsiekte sheep retrovirus) (JSRV)	11746	5		Unknown	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Betaretrovirus, Betaretrovirus ovijaa
UP000007223	Squirrel monkey retrovirus (SMRV-H) (SMRV-HLB)	11856	4		Unknown	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Betaretrovirus, Betaretrovirus squmon
UP000007243	Hepatitis E virus genotype 1 (isolate Human/Burma) (HEV-1)	31767	3		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Hepelivirales, Hepeviridae, Orthohepevirinae, Paslahepevirus, Hepatitis E virus
UP000007251	Cryphonectria hypovirus 1 (strain EP713) (CHV-1/EP713) (Chestnut blight fungus hypovirulence-associated virus)	12478	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Hypoviridae, Alphahypovirus, Alphahypovirus cryphonectriae, Cryphonectria hypovirus 1
UP000007401	Tick-borne encephalitis virus Far Eastern subtype (strain Sofjin) (SOFV) (Sofjin virus)	11087	1		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Orthoflavivirus, Orthoflavivirus encephalitidis, Tick-borne encephalitis virus
UP000007402	Tick-borne encephalitis virus European subtype (strain Neudoerfl) (NEUV) (Neudoerfl virus)	11088	1		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Orthoflavivirus, Orthoflavivirus encephalitidis, Tick-borne encephalitis virus
UP000007405	Tomato golden mosaic virus (strain Yellow vein) (TGMV)	223341	7		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus solanumaureimusivi, Tomato golden mosaic virus
UP000007407	Hepatitis B virus genotype G (isolate IG29227/2000) (HBV-G)	489538	4		Unknown	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Blubervirales, Hepadnaviridae, Orthohepadnavirus, Orthohepadnavirus hominoidei, Hepatitis B virus, hepatitis B virus genotype G
UP000007410	Hepatitis C virus genotype 1a (isolate 1) (HCV)	11104	2		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Hepacivirus, Hepacivirus hominis, hepatitis C virus genotype 1a
UP000007416	Hepatitis C virus genotype 6a (isolate EUHK2) (HCV)	356420	1		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Hepacivirus, Hepacivirus hominis, Hepatitis C virus genotype 6, Hepatitis C virus subtype 6a
UP000007420	Human immunodeficiency virus type 1 group N (isolate YBF30) (HIV-1)	388818	9		Unknown	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, unclassified Orthoretrovirinae, Lentivirus, Lentivirus humimdef1, Human immunodeficiency virus type 1, HIV-1 group N
UP000007440	Avian nephritis virus 1 (ANV-1)	336960	3		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Stellavirales, Astroviridae, Avastrovirus, Avastrovirus galli, Avastrovirus 2
UP000007442	Aura virus (AURAV)	44158	2		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus, Alphavirus aura
UP000007451	Bat coronavirus HKU5 (BtCoV) (BtCoV/HKU5/2004)	694008	10		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Betacoronavirus, Merbecovirus, Betacoronavirus pipistrelli
UP000007452	Bean common mosaic necrosis virus (strain NL-3) (BCMNV) (Bean common mosaic virus serotype A (strain NL-3))	500578	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus phaseoli, Bean common mosaic necrosis virus
UP000007531	Coxsackievirus B4 (strain JVB / Benschoten / New York/51)	103906	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Ensavirinae, unclassified Ensavirinae, Enterovirus, Enterovirus betacoxsackie, Enterovirus B, Coxsackievirus B4
UP000007535	Gorilla hepatitis B virus (isolate Cameroon/gor97) (HBVgor)	489546	5		Unknown	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Blubervirales, Hepadnaviridae, Orthohepadnavirus, Orthohepadnavirus hominoidei, Hepatitis B virus, Non-human HBV
UP000007536	Hepatitis C virus genotype 5a (isolate EUH1480) (HCV)	356419	1		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Hepacivirus, Hepacivirus hominis, Hepatitis C virus genotype 5, Hepatitis C virus subtype 5a
UP000007538	Theiler's murine encephalomyelitis virus (strain BeAn 8386) (TMEV)	12125	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Caphthovirinae, Cardiovirus, Cardiovirus theileri, Cardiovirus B, Theilovirus, Theiler's encephalomyelitis virus
UP000007549	Tobacco vein mottling virus (TVMV)	12228	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus nicotianavenamaculae
UP000007552	Human coronavirus OC43 (HCoV-OC43)	31631	10		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Betacoronavirus, Embecovirus, Betacoronavirus gravedinis, Betacoronavirus 1
UP000007609	Barmah forest virus (BFV)	11020	2		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus, Alphavirus barmah
UP000007610	Bean-pod mottle virus (strain Kentucky G7) (BPMV)	31715	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Secoviridae, Comovirinae, Comovirus, Comovirus siliquae, Bean pod mottle virus
UP000007616	Bovine respiratory syncytial virus (strain A51908) (BRS)	11247	11		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Pneumoviridae, Orthopneumovirus, Orthopneumovirus bovis, bovine respiratory syncytial virus
UP000007617	Beet mosaic virus (BtMV)	114921	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus betaceum
UP000007619	Bovine viral diarrhea virus (strain SD-1) (BVDV) (Mucosal disease virus)	31656	1		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Pestivirus, Pestivirus bovis, Bovine viral diarrhea virus isolates and strains
UP000007638	Poliovirus type 2 (strain Lansing)	12084	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Ensavirinae, unclassified Ensavirinae, Enterovirus, Enterovirus coxsackiepol, Enterovirus C, Poliovirus 2
UP000007644	Louping ill virus (LIV)	11086	1		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Orthoflavivirus, Orthoflavivirus loupingi
UP000007680	Human rhinovirus 16 (HRV-16)	31708	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Ensavirinae, unclassified Ensavirinae, Enterovirus, Enterovirus alpharhino, Rhinovirus A
UP000007681	Human rhinovirus 1B (HRV-1B)	2777147	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Ensavirinae, unclassified Ensavirinae, Enterovirus, Enterovirus alpharhino, Rhinovirus A
UP000007682	Human rhinovirus 2 (HRV-2)	12130	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Ensavirinae, unclassified Ensavirinae, Enterovirus, Enterovirus alpharhino, Rhinovirus A
UP000007689	Human immunodeficiency virus type 1 group O (isolate ANT70) (HIV-1)	327105	9		Unknown	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, unclassified Orthoretrovirinae, Lentivirus, Lentivirus humimdef1, Human immunodeficiency virus type 1, HIV-1 group O
UP000007705	Simian virus 40 (SV40)	1891767	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus
UP000007709	Human enterovirus 71 (strain USA/BrCr/1970) (EV71) (EV-71)	69153	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Ensavirinae, unclassified Ensavirinae, Enterovirus, Enterovirus alphacoxsackie, Enterovirus A, Human enterovirus 71
UP000007757	Coxsackievirus A16 (strain G-10)	69159	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Ensavirinae, unclassified Ensavirinae, Enterovirus, Enterovirus alphacoxsackie, Enterovirus A, Coxsackievirus A16
UP000007765	Koala retrovirus (KoRV)	394239	3		Unknown	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Gammaretrovirus, Gammaretrovirus koa
UP000007767	Lordsdale virus (strain GII/Human/United Kingdom/Lordsdale/1993) (Human enteric calicivirus) (Hu/NV/LD/1993/UK)	82658	3		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Caliciviridae, Norovirus, Norovirus norwalkense, Norwalk virus
UP000007774	Mayaro virus (strain Brazil) (MAYV)	374990	2		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus, Alphavirus mayaro, Mayaro virus
UP000007787	O'nyong-nyong virus (strain SG650) (ONNV)	374989	2		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus, Alphavirus onyong, Onyong-nyong virus
UP000007804	Borna disease virus (strain V) (BDV)	928296	6		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Bornaviridae, unclassified Bornaviridae, Borna disease virus
UP000007896	Panicum streak virus (isolate Kenya) (PanSV)	268780	4		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Mastrevirus, Mastrevirus panici, Panicum streak virus
UP000007916	Hepatitis B virus genotype B/C subtype adw (isolate Okinawa/pODW282/1998) (HBV-B)	10415	5		Unknown	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Blubervirales, Hepadnaviridae, Orthohepadnavirus, Orthohepadnavirus hominoidei, Hepatitis B virus, Hepatitis B virus subtype adw
UP000007930	Hepatitis B virus genotype D subtype ayw (isolate France/Tiollais/1979) (HBV-D)	490133	7		Unknown	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Blubervirales, Hepadnaviridae, Orthohepadnavirus, Orthohepadnavirus hominoidei, Hepatitis B virus, hepatitis B virus genotype D
UP000008026	Tacaribe virus (strain Franze-Fernandez) (TCRV)	928313	4		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Bunyaviricetes, Hareavirales, Arenaviridae, Mammarenavirus, Tacaribe virus
UP000008029	Human T-cell leukemia virus 3 (strain 2026ND) (HTLV-3)	402036	6		Unknown	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Deltaretrovirus, Deltaretrovirus priTlym3, Primate T-lymphotropic virus 3, Human T-cell leukemia virus 3
UP000008095	Hepatitis C virus genotype 1b (isolate Japanese) (HCV)	11116	1		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Hepacivirus, Hepacivirus hominis, Hepatitis C virus genotype 1, Hepatitis C virus genotype 1b
UP000008097	Hepatitis C virus genotype 6g (isolate JK046) (HCV)	356423	1		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Hepacivirus, Hepacivirus hominis, Hepatitis C virus genotype 6, Hepatitis C virus subtype 6g
UP000008115	Hepatitis delta virus genotype III (isolate VnzD8349) (HDV)	261994	2		Unknown	Viruses, Ribozyviria, Ribozyviria incertae sedis, Kolmioviridae, Deltavirus, Deltavirus italiense, Hepatitis delta virus
UP000008147	Poliovirus type 3 (strains P3/Leon/37 and P3/Leon 12A[1]B)	12088	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Ensavirinae, unclassified Ensavirinae, Enterovirus, Enterovirus coxsackiepol, Enterovirus C, Poliovirus 3
UP000008157	Pepper mottle virus (isolate California) (PeMV) (PepMoV C)	31737	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus capsimaculae, Pepper mottle virus
UP000008158	Influenza B virus (strain B/Lee/1940)	518987	11		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Insthoviricetes, Articulavirales, Orthomyxoviridae, Betainfluenzavirus, Betainfluenzavirus influenzae, Influenza B virus
UP000008159	Porcine epidemic diarrhea virus (strain CV777) (PEDV)	229032	7		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Alphacoronavirus, Pedacovirus, Alphacoronavirus porci, Porcine epidemic diarrhea virus
UP000008164	Cupixi mammarenavirus (isolate Rat/Brasil/BeAn 119303/1970) (CPXV)	3052304	4		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Bunyaviricetes, Hareavirales, Arenaviridae, Mammarenavirus
UP000008167	Human adenovirus C serotype 2 (HAdV-2) (Human adenovirus 2)	10515	45		Unknown	Viruses, Varidnaviria, Bamfordvirae, Preplasmiviricota, Polisuviricotina, Pharingeaviricetes, Rowavirales, Adenoviridae, Mastadenovirus, Mastadenovirus caesari, Human mastadenovirus C
UP000008170	Human coronavirus HKU1 (isolate N1) (HCoV-HKU1)	443239	9		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Betacoronavirus, Embecovirus, Betacoronavirus hongkongense, Human coronavirus HKU1
