order	domain	upid	taxid	organism	busco_C	cpd	protein_count	n_candidates	gene2acc_url
Candidatus Tethybacterales	Bacteria	UP001168167	2970740	Candidatus Doriopsillibacter californiensis	79.0	Unknown	1457	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001168167/UP001168167_2970740.gene2acc.gz
Candidatus Thermobaculales	Bacteria	UP000000323	525904	Thermobaculum terrenum (strain ATCC BAA-798 / CCMEE 7001 / YNP1)	92.6	Unknown	2827	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000000323/UP000000323_525904.gene2acc.gz
Candidatus Troglogloeales	Bacteria	UP000534783	2606439	Candidatus Manganitrophus noduliformans	96.8	Unknown	4701	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000534783/UP000534783_2606439.gene2acc.gz
Candidatus Uabimicrobiales	Bacteria	UP000326354	2596890	Uabimicrobium amorphum	52.0	Unknown	6642	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000326354/UP000326354_2596890.gene2acc.gz
Candidatus Vecturitrichales	Bacteria	UP000030661	1499967	Vecturithrix granuli	87.9	Unknown	7048	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000030661/UP000030661_1499967.gene2acc.gz
Capsulimonadales	Bacteria	UP000287394	2219043	Capsulimonas corticalis	95.2	Unknown	6592	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000287394/UP000287394_2219043.gene2acc.gz
Cardiobacteriales	Bacteria	UP001500631	1157986	Wohlfahrtiimonas larvae	95.6	Unknown	2379	14	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001500631/UP001500631_1157986.gene2acc.gz
Caryophanales	Bacteria	UP000076796	59843	Paenibacillus glucanolyticus	100.0	Unknown	6112	1337	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000076796/UP000076796_59843.gene2acc.gz
Catenulisporales	Bacteria	UP000000851	479433	Catenulispora acidiphila (strain DSM 44928 / JCM 14897 / NBRC 102108 / NRRL B-24433 / ID139908)	100.0	Unknown	8909	9	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000000851/UP000000851_479433.gene2acc.gz
Caulobacterales	Bacteria	UP000013063	1292034	Caulobacter vibrioides OR37	99.8	Unknown	4074	74	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000013063/UP000013063_1292034.gene2acc.gz
Cellvibrionales	Bacteria	UP001557484	3238302	Zhongshania arctica	100.0	Unknown	3425	94	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001557484/UP001557484_3238302.gene2acc.gz
Chitinivibrionales	Bacteria	UP000017148	1313304	Chitinivibrio alkaliphilus ACht1	85.5	Unknown	2304	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000017148/UP000017148_1313304.gene2acc.gz
Chitinophagales	Bacteria	UP000293874	661488	Pseudobacter ginsenosidimutans	99.5	Unknown	6020	117	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000293874/UP000293874_661488.gene2acc.gz
Chlamydiales	Bacteria	UP000258476	1967783	Chlamydia poikilotherma	100.0	Unknown	981	19	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000258476/UP000258476_1967783.gene2acc.gz
Chloracidobacteriales	Bacteria	UP000677668	2821540	Chloracidobacterium sp. N	90.8	Unknown	2993	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000677668/UP000677668_2821540.gene2acc.gz
Chlorobiales	Bacteria	UP000008701	290317	Chlorobium phaeobacteroides (strain DSM 266 / SMG 266 / 2430)	99.8	Unknown	2579	15	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000008701/UP000008701_290317.gene2acc.gz
Chloroflexales	Bacteria	UP000000263	383372	Roseiflexus castenholzii (strain DSM 13941 / HLO8)	100.0	Unknown	4324	9	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000000263/UP000000263_383372.gene2acc.gz
Christensenellales	Bacteria	UP000654279	2763654	Luoshenia tenuis	98.8	Unknown	2408	8	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000654279/UP000654279_2763654.gene2acc.gz
Chromatiales	Bacteria	UP000199256	1396821	Ectothiorhodospira marina	100.0	Unknown	2967	115	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000199256/UP000199256_1396821.gene2acc.gz
Chroococcales	Bacteria	UP001180650	3068991	Microcystis wesenbergii NRERC-220	99.7	Unknown	4088	27	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001180650/UP001180650_3068991.gene2acc.gz
Chroococcidiopsidales	Bacteria	UP000010384	251229	Chroococcidiopsis thermalis (strain PCC 7203)	99.5	Unknown	5740	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000010384/UP000010384_251229.gene2acc.gz
Chrysiogenales	Bacteria	UP000002572	653733	Desulfurispirillum indicum (strain ATCC BAA-1389 / DSM 22839 / S5)	97.6	Unknown	2551	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000002572/UP000002572_653733.gene2acc.gz
Chthoniobacterales	Bacteria	UP000005824	497964	Chthoniobacter flavus Ellin428	93.0	Unknown	6705	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000005824/UP000005824_497964.gene2acc.gz
Chthonomonadales	Bacteria	UP000014227	1303518	Chthonomonas calidirosea (strain DSM 23976 / ICMP 18418 / T49)	93.5	Unknown	2809	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000014227/UP000014227_1303518.gene2acc.gz
Coleofasciculales	Bacteria	UP000010471	1173027	Allocoleopsis franciscana PCC 7113	99.6	Unknown	6397	6	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000010471/UP000010471_1173027.gene2acc.gz
Coprothermobacterales	Bacteria	UP000001732	309798	Coprothermobacter proteolyticus (strain ATCC 35245 / DSM 5265 / OCM 4 / BT)	82.3	Unknown	1481	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000001732/UP000001732_309798.gene2acc.gz
Coriobacteriales	Bacteria	UP000004830	742742	Collinsella tanakaei YIT 12063	99.8	Unknown	2204	39	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000004830/UP000004830_742742.gene2acc.gz
Cryptosporangiales	Bacteria	UP000184440	134849	Cryptosporangium aurantiacum	99.7	Unknown	8789	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000184440/UP000184440_134849.gene2acc.gz
Culicoidibacterales	Bacteria	UP000306912	2579976	Culicoidibacter larvae	97.2	Unknown	2363	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000306912/UP000306912_2579976.gene2acc.gz
Cytophagales	Bacteria	UP000464577	2666025	Spirosoma endbachense	100.0	Unknown	8127	409	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000464577/UP000464577_2666025.gene2acc.gz
Deferribacterales	Bacteria	UP000287502	139438	Geovibrio thiophilus	97.6	Unknown	2687	8	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000287502/UP000287502_139438.gene2acc.gz
Dehalococcoidales	Bacteria	UP001375370	3127115	Candidatus Dehalogenimonas loeffleri	99.6	Unknown	1762	6	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001375370/UP001375370_3127115.gene2acc.gz
Deinococcales	Bacteria	UP001595748	1298767	Deinococcus antarcticus	91.9	Unknown	4079	76	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001595748/UP001595748_1298767.gene2acc.gz
Desertifilales	Bacteria	UP000095472	1781255	Desertifilum tharense IPPAS B-1220	99.5	Unknown	5099	6	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000095472/UP000095472_1781255.gene2acc.gz
Desulfarculales	Bacteria	UP000032233	1429043	Dethiosulfatarculus sandiegensis	96.8	Unknown	5388	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000032233/UP000032233_1429043.gene2acc.gz
Desulfobaccales	Bacteria	UP000000483	880072	Desulfobacca acetoxidans (strain ATCC 700848 / DSM 11109 / ASRB2)	95.2	Unknown	2859	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000000483/UP000000483_880072.gene2acc.gz
Desulfobacterales	Bacteria	UP000005778	879212	Desulfobacter postgatei 2ac9	99.5	Unknown	3396	27	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000005778/UP000005778_879212.gene2acc.gz
Desulfobulbales	Bacteria	UP000001508	589865	Desulfurivibrio alkaliphilus (strain DSM 19089 / UNIQEM U267 / AHT2)	96.0	Unknown	2595	20	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000001508/UP000001508_589865.gene2acc.gz
Desulfomonilales	Bacteria	UP000006055	706587	Desulfomonile tiedjei (strain ATCC 49306 / DSM 6799 / DCB-1)	92.7	Unknown	5412	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000006055/UP000006055_706587.gene2acc.gz
Desulfovibrionales	Bacteria	UP000192906	1519643	Desulfovibrio gilichinskyi	100.0	Unknown	3528	68	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000192906/UP000192906_1519643.gene2acc.gz
Desulfurellales	Bacteria	UP000008139	760142	Hippea maritima (strain ATCC 700847 / DSM 10411 / MH2)	47.0	Unknown	1653	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000008139/UP000008139_760142.gene2acc.gz
Desulfuribacillales	Bacteria	UP000095255	1390249	Desulfuribacillus stibiiarsenatis	99.1	Unknown	2918	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000095255/UP000095255_1390249.gene2acc.gz
Desulfurobacteriales	Bacteria	UP000006362	648996	Thermovibrio ammonificans (strain DSM 15698 / JCM 12110 / HB-1)	99.5	Unknown	1812	8	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000006362/UP000006362_648996.gene2acc.gz
Desulfuromonadales	Bacteria	UP001319827	2802975	Desulfuromonas versatilis	99.4	Unknown	4102	16	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001319827/UP001319827_2802975.gene2acc.gz
Dethiobacterales	Bacteria	UP000006443	555088	Dethiobacter alkaliphilus AHT 1	94.0	Unknown	3162	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000006443/UP000006443_555088.gene2acc.gz
Dictyoglomales	Bacteria	UP000007719	515635	Dictyoglomus turgidum (strain DSM 6724 / Z-1310)	92.7	Unknown	1743	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000007719/UP000007719_515635.gene2acc.gz
Dissulfuribacterales	Bacteria	UP000469346	1765737	Dissulfurirhabdus thermomarina	94.6	Unknown	2522	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000469346/UP000469346_1765737.gene2acc.gz
Eggerthellales	Bacteria	UP000622448	2763043	Eggerthella hominis	99.8	Unknown	3345	36	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000622448/UP000622448_2763043.gene2acc.gz
Egibacterales	Bacteria	UP000291469	1670831	Egibacter rhizosphaerae	82.0	Unknown	4050	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000291469/UP000291469_1670831.gene2acc.gz
Egicoccales	Bacteria	UP000650511	1670830	Egicoccus halophilus	84.3	Unknown	3621	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000650511/UP000650511_1670830.gene2acc.gz
Elusimicrobiales	Bacteria	UP000001029	445932	Elusimicrobium minutum (strain Pei191)	85.5	Unknown	1528	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000001029/UP000001029_445932.gene2acc.gz
Emcibacterales	Bacteria	UP000229730	2043170	Paremcibacter congregatus	99.5	Unknown	3533	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000229730/UP000229730_2043170.gene2acc.gz
Endomicrobiales	Bacteria	UP000035337	1408281	Endomicrobium proavitum	90.3	Unknown	1336	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000035337/UP000035337_1408281.gene2acc.gz
Enterobacterales	Bacteria	UP000673434	571	Klebsiella oxytoca	100.0	Unknown	6625	562	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000673434/UP000673434_571.gene2acc.gz
Entomoplasmatales	Bacteria	UP000094378	216938	Spiroplasma helicoides	100.0	Unknown	1144	43	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000094378/UP000094378_216938.gene2acc.gz
Erysipelotrichales	Bacteria	UP000002938	702450	Turicibacter sanguinis PC909	98.6	Unknown	2779	61	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000002938/UP000002938_702450.gene2acc.gz
Eubacteriales	Bacteria	UP000011728	931276	Clostridium saccharoperbutylacetonicum N1-4(HMT)	100.0	Unknown	5810	440	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000011728/UP000011728_931276.gene2acc.gz
Euzebyales	Bacteria	UP000264006	1608957	Euzebya pacifica	87.1	Unknown	5625	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000264006/UP000264006_1608957.gene2acc.gz
Ferrovales	Bacteria	UP000075653	416213	Ferrovum myxofaciens	94.0	Unknown	2451	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000075653/UP000075653_416213.gene2acc.gz
Fervidibacterales	Bacteria	UP001204798	1448929	Fervidibacter sacchari	88.7	Unknown	3719	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001204798/UP001204798_1448929.gene2acc.gz
Fibrobacterales	Bacteria	UP000001497	59374	Fibrobacter succinogenes (strain ATCC 19169 / S85)	87.9	Unknown	3084	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000001497/UP000001497_59374.gene2acc.gz
Fidelibacterales	Bacteria	UP001667246	3377529	Fidelibacter multiformis	90.3	Unknown	2262	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001667246/UP001667246_3377529.gene2acc.gz
Fimbriimonadales	Bacteria	UP000027982	661478	Fimbriimonas ginsengisoli Gsoil 348	86.3	Unknown	4817	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000027982/UP000027982_661478.gene2acc.gz
Flavobacteriales	Bacteria	UP000184364	1302687	Chryseobacterium polytrichastri	100.0	Unknown	4630	1019	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000184364/UP000184364_1302687.gene2acc.gz
Frankiales	Bacteria	UP000002484	298654	Pseudofrankia inefficax (strain DSM 45817 / CECT 9037 / DDB 130130 / EuI1c) (Frankia inefficax)	98.3	Unknown	7079	15	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000002484/UP000002484_298654.gene2acc.gz
Fusobacteriales	Bacteria	UP000241238	469618	Fusobacterium varium ATCC 27725	100.0	Unknown	2966	46	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000241238/UP000241238_469618.gene2acc.gz
Futianiales	Bacteria	UP001055804	2959716	Futiania mangrovi	100.0	Unknown	3176	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001055804/UP001055804_2959716.gene2acc.gz
Gaiellales	Bacteria	UP000254134	1002870	Gaiella occulta	68.0	Unknown	3119	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000254134/UP000254134_1002870.gene2acc.gz
Gaopeijiales	Bacteria	UP001484239	3119007	Gaopeijia maritima	94.4	Unknown	3561	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001484239/UP001484239_3119007.gene2acc.gz
Geitlerinematales	Bacteria	UP001230986	2922238	Geitlerinema calcuttense NRMC-F 0142	32.2	Unknown	2056	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001230986/UP001230986_2922238.gene2acc.gz
Geminicoccales	Bacteria	UP000005258	1110502	Tistrella mobilis (strain KA081020-065)	99.1	Unknown	5778	6	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000005258/UP000005258_1110502.gene2acc.gz
Gemmatales	Bacteria	UP000464178	1210884	Gemmata massiliana	98.1	Unknown	8529	11	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000464178/UP000464178_1210884.gene2acc.gz
Gemmatimonadales	Bacteria	UP000019151	861299	Gemmatirosa kalamazoonensis	94.4	Unknown	6261	6	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000019151/UP000019151_861299.gene2acc.gz
Geobacterales	Bacteria	UP000636888	2798584	Geomesophilobacter sediminis	100.0	Unknown	4967	34	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000636888/UP000636888_2798584.gene2acc.gz
