family	domain	upid	taxid	organism	busco_C	cpd	protein_count	n_candidates	gene2acc_url
Amoebophilaceae	Bacteria	UP000001227	452471	Amoebophilus asiaticus (strain 5a2)	52.3	Unknown	1253	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000001227/UP000001227_452471.gene2acc.gz
Amorphaceae	Bacteria	UP001229244	649198	Amorphus orientalis	98.0	Unknown	4297	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001229244/UP001229244_649198.gene2acc.gz
Anaerobacaceae	Bacteria	UP001431776	3044600	Anaerobaca lacustris	72.2	Unknown	4521	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001431776/UP001431776_3044600.gene2acc.gz
Anaerohalosphaeraceae	Bacteria	UP000189674	1936003	Anaerohalosphaera lusitana	69.7	Unknown	3413	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000189674/UP000189674_1936003.gene2acc.gz
Anaerolineaceae	Bacteria	UP000253922	229919	Anaerolinea thermolimosa	97.8	Unknown	552	12	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253922/UP000253922_229919.gene2acc.gz
Anaeromyxobacteraceae	Bacteria	UP000007089	455488	Anaeromyxobacter dehalogenans (strain ATCC BAA-258 / DSM 21875 / 2CP-1)	96.0	Unknown	4460	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000007089/UP000007089_455488.gene2acc.gz
Anaeroplasmataceae	Bacteria	UP000266506	2088	Anaeroplasma bactoclasticum	96.7	Unknown	1953	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000266506/UP000266506_2088.gene2acc.gz
Anaerotignaceae	Bacteria	UP000729290	160404	Anaerotignum lactatifermentans	99.6	Unknown	2507	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000729290/UP000729290_160404.gene2acc.gz
Anaerovoracaceae	Bacteria	UP000594014	3408580	Anoxybacterium hadale	99.6	Unknown	4190	18	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000594014/UP000594014_3408580.gene2acc.gz
Anaplasmataceae	Bacteria	UP000000435	269484	Ehrlichia canis (strain Jake)	100.0	Unknown	924	24	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000000435/UP000000435_269484.gene2acc.gz
Ancalomicrobiaceae	Bacteria	UP000766595	2840188	Prosthecodimorpha staleyi	99.1	Unknown	5537	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000766595/UP000766595_2840188.gene2acc.gz
Anoxybacillaceae	Bacteria	UP000076865	294699	Anoxybacteroides amylolyticum	100.0	Unknown	3186	40	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000076865/UP000076865_294699.gene2acc.gz
Antricoccaceae	Bacteria	UP000237752	1629062	Antricoccus suffuscus	98.6	Unknown	4340	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000237752/UP000237752_1629062.gene2acc.gz
Aphanizomenonaceae	Bacteria	UP001483337	3133117	Okeanomitos corallinicola TIOX110	98.4	Unknown	4532	16	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001483337/UP001483337_3133117.gene2acc.gz
Aphanothecaceae	Bacteria	UP000001203	43989	Crocosphaera subtropica (strain ATCC 51142 / BH68) (Cyanothece sp. (strain ATCC 51142))	98.4	Unknown	5239	13	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000001203/UP000001203_43989.gene2acc.gz
Aquaspirillaceae	Bacteria	UP000247555	1054498	Rivihabitans pingtungensis	97.8	Unknown	3278	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000247555/UP000247555_1054498.gene2acc.gz
Aquificaceae	Bacteria	UP000267841	246264	Hydrogenivirga caldilitoris	99.6	Unknown	1885	7	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000267841/UP000267841_246264.gene2acc.gz
Archangiaceae	Bacteria	UP001611328	83451	Archangium violaceum	98.4	Unknown	10443	16	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001611328/UP001611328_83451.gene2acc.gz
Arcobacteraceae	Bacteria	UP000290191	877500	Halarcobacter anaerophilus	98.7	Unknown	2919	34	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000290191/UP000290191_877500.gene2acc.gz
Ardenticatenaceae	Bacteria	UP000037784	872965	Ardenticatena maritima	94.5	Unknown	3144	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000037784/UP000037784_872965.gene2acc.gz
Arenicellaceae	Bacteria	UP000253083	644221	Arenicella xantha	95.4	Unknown	3918	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253083/UP000253083_644221.gene2acc.gz
Aristaeellaceae	Bacteria	UP000192328	3046383	Aristaeella lactis	96.6	Unknown	3013	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000192328/UP000192328_3046383.gene2acc.gz
Armatimonadaceae	Bacteria	UP000520814	685828	Armatimonas rosea	89.5	Unknown	5895	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000520814/UP000520814_685828.gene2acc.gz
Atopobiaceae	Bacteria	UP000000333	633147	Olsenella uli (strain ATCC 49627 / DSM 7084 / CCUG 31166 / CIP 109912 / JCM 12494 / LMG 11480 / NCIMB 702895 / VPI D76D-27C) (Lactobacillus uli)	99.8	Unknown	1739	21	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000000333/UP000000333_633147.gene2acc.gz
Atribacteraceae	Bacteria	UP000594463	2847778	Atribacter laminatus	91.1	Unknown	2724	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000594463/UP000594463_2847778.gene2acc.gz
Atrimonadaceae	Bacteria	UP001675543	3064161	Atrimonas thermophila	90.3	Unknown	2225	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001675543/UP001675543_3064161.gene2acc.gz
Aurantimonadaceae	Bacteria	UP000476332	2047720	Aurantimonas aggregata	99.8	Unknown	4495	36	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000476332/UP000476332_2047720.gene2acc.gz
Azonexaceae	Bacteria	UP000187526	418702	Azonexus hydrophilus	99.8	Unknown	3392	6	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000187526/UP000187526_418702.gene2acc.gz
Azospirillaceae	Bacteria	UP000324927	193	Azospirillum lipoferum	100.0	Unknown	6901	34	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000324927/UP000324927_193.gene2acc.gz
Bacillaceae	Bacteria	UP001238088	863449	Cytobacillus purgationiresistens	100.0	Unknown	5863	581	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001238088/UP001238088_863449.gene2acc.gz
Bacteriovoracaceae	Bacteria	UP001302274	3088717	Bacteriovorax antarcticus	86.3	Unknown	4092	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001302274/UP001302274_3088717.gene2acc.gz
Bacteroidaceae	Bacteria	UP000003741	997874	Bacteroides cellulosilyticus CL02T12C19	100.0	Unknown	6274	65	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000003741/UP000003741_997874.gene2acc.gz
Baekduiaceae	Bacteria	UP000321805	496014	Baekduia soli	66.9	Unknown	4785	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000321805/UP000321805_496014.gene2acc.gz
Balneatrichaceae	Bacteria	UP001589628	75684	Balneatrix alpica	99.8	Unknown	3369	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001589628/UP001589628_75684.gene2acc.gz
Balneicellaceae	Bacteria	UP000251835	1537566	Balneicella halophila	94.5	Unknown	1790	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000251835/UP000251835_1537566.gene2acc.gz
Balneolaceae	Bacteria	UP000317557	1302730	Gracilimonas mengyeensis	89.4	Unknown	3810	14	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000317557/UP000317557_1302730.gene2acc.gz
Barnesiellaceae	Bacteria	UP000594042	2751153	Coprobacter secundus subsp. similis	99.6	Unknown	3272	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000594042/UP000594042_2751153.gene2acc.gz
Bartonellaceae	Bacteria	UP000641137	1565040	Limoniibacter endophyticus	99.4	Unknown	3514	40	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000641137/UP000641137_1565040.gene2acc.gz
Beijerinckiaceae	Bacteria	UP000198755	1612308	Methylocapsa palsarum	98.7	Unknown	3816	6	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000198755/UP000198755_1612308.gene2acc.gz
Bernardetiaceae	Bacteria	UP000006054	880071	Bernardetia litoralis (strain ATCC 23117 / DSM 6794 / NBRC 15988 / NCIMB 1366 / Fx l1 / Sio-4) (Flexibacter litoralis)	97.0	Unknown	3832	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000006054/UP000006054_880071.gene2acc.gz
Beutenbergiaceae	Bacteria	UP000007962	471853	Beutenbergia cavernae (strain ATCC BAA-8 / DSM 12333 / CCUG 43141 / JCM 11478 / NBRC 16432 / NCIMB 13614 / HKI 0122)	99.3	Unknown	4195	7	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000007962/UP000007962_471853.gene2acc.gz
Bianqueaceae	Bacteria	UP000657006	2763661	Bianquea renquensis	99.2	Unknown	3382	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000657006/UP000657006_2763661.gene2acc.gz
Bifidobacteriaceae	Bacteria	UP000288607	2306973	Bifidobacterium callimiconis	96.6	Unknown	2263	122	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000288607/UP000288607_2306973.gene2acc.gz
Blastochloridaceae	Bacteria	UP000323886	50712	Blastochloris sulfoviridis	98.7	Unknown	3262	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000323886/UP000323886_50712.gene2acc.gz
Blastomonadaceae	Bacteria	UP000589292	56361	Blastomonas ursincola	99.8	Unknown	3517	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000589292/UP000589292_56361.gene2acc.gz
Blattabacteriaceae	Bacteria	UP000263619	1457030	Blattabacterium cuenoti STAT	55.0	Unknown	575	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000263619/UP000263619_1457030.gene2acc.gz
Borreliaceae	Bacteria	UP001304851	478174	Borreliella carolinensis	100.0	Unknown	1391	36	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001304851/UP001304851_478174.gene2acc.gz
Brachyspiraceae	Bacteria	UP000043763	381802	Brachyspira suanatina	96.2	Unknown	2816	13	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000043763/UP000043763_381802.gene2acc.gz
Bradymonadaceae	Bacteria	UP000315995	2292766	Persicimonas caeni	93.4	Unknown	5752	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000315995/UP000315995_2292766.gene2acc.gz
Brevibacteriaceae	Bacteria	UP001209083	2909229	Saxibacter everestensis	99.4	Unknown	3746	36	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001209083/UP001209083_2909229.gene2acc.gz
Brevinemataceae	Bacteria	UP000240042	34097	Brevinema andersonii	85.8	Unknown	1441	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000240042/UP000240042_34097.gene2acc.gz
Breznakiellaceae	Bacteria	UP000000503	744872	Gracilinema caldarium (strain ATCC 51460 / DSM 7334 / H1) (Treponema caldarium)	99.7	Unknown	2754	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000000503/UP000000503_744872.gene2acc.gz
Brucellaceae	Bacteria	UP000553980	867683	Brucella pecoris	100.0	Unknown	4935	43	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000553980/UP000553980_867683.gene2acc.gz
Bruguierivoracaceae	Bacteria	UP000019028	1239307	Sodalis praecaptivus	100.0	Unknown	4281	6	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000019028/UP000019028_1239307.gene2acc.gz
Bryobacteraceae	Bacteria	UP000593892	1473598	Paludibaculum fermentans	97.3	Unknown	7446	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000593892/UP000593892_1473598.gene2acc.gz
Budviciaceae	Bacteria	UP001296921	2791986	Limnobaculum allomyrinae	99.8	Unknown	3925	9	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001296921/UP001296921_2791986.gene2acc.gz
Burkholderiaceae	Bacteria	UP001629230	1211383	Paraburkholderia dipogonis	100.0	Unknown	9355	295	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001629230/UP001629230_1211383.gene2acc.gz
Butyricicoccaceae	Bacteria	UP000013981	1203606	Butyricicoccus pullicaecorum 1.2	98.9	Unknown	3107	9	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000013981/UP000013981_1203606.gene2acc.gz
Caedimonadaceae	Bacteria	UP000036771	1629334	Caedimonas varicaedens	78.9	Unknown	1663	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000036771/UP000036771_1629334.gene2acc.gz
Calderihabitantaceae	Bacteria	UP000197032	1246530	Calderihabitans maritimus	96.4	Unknown	3537	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000197032/UP000197032_1246530.gene2acc.gz
Caldicellulosiruptoraceae	Bacteria	UP001164745	29324	Caldicellulosiruptor naganoensis	96.8	Unknown	2244	12	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001164745/UP001164745_29324.gene2acc.gz
Caldicoprobacteraceae	Bacteria	UP000198577	937334	Caldicoprobacter faecalis	98.4	Unknown	2413	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000198577/UP000198577_937334.gene2acc.gz
Caldilineaceae	Bacteria	UP000317371	1204385	Litorilinea aerophila	97.8	Unknown	4605	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000317371/UP000317371_1204385.gene2acc.gz
Caldisericaceae	Bacteria	UP000004793	511051	Caldisericum exile (strain DSM 21853 / NBRC 104410 / AZM16c01)	75.0	Unknown	1566	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000004793/UP000004793_511051.gene2acc.gz
Calditerrivibrionaceae	Bacteria	UP000007039	768670	Calditerrivibrio nitroreducens (strain DSM 19672 / NBRC 101217 / Yu37-1)	95.2	Unknown	2089	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000007039/UP000007039_768670.gene2acc.gz
Calditrichaceae	Bacteria	UP000004671	880073	Caldithrix abyssi (strain DSM 13497 / VKM B-2286 / LF13)	98.4	Unknown	3674	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000004671/UP000004671_880073.gene2acc.gz
Calotrichaceae	Bacteria	UP000647273	2692894	Calothrix anomala FACHB-343	99.8	Unknown	7060	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000647273/UP000647273_2692894.gene2acc.gz
Caminicellaceae	Bacteria	UP000190285	36842	Maledivibacter halophilus	100.0	Unknown	5301	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000190285/UP000190285_36842.gene2acc.gz
Campylobacteraceae	Bacteria	UP000000799	192222	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	100.0	Unknown	1623	52	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000000799/UP000000799_192222.gene2acc.gz
Candidatus Azoamicaceae	Bacteria	UP000509549	2652803	Candidatus Azoamicus ciliaticola	33.1	Unknown	310	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000509549/UP000509549_2652803.gene2acc.gz
Candidatus Babeliaceae	Bacteria	UP000018769	673862	Candidatus Babela massiliensis	58.1	Unknown	981	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018769/UP000018769_673862.gene2acc.gz
Candidatus Berkiellaceae	Bacteria	UP000051497	295108	Candidatus Berkiella aquae	97.8	Unknown	3130	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000051497/UP000051497_295108.gene2acc.gz
Candidatus Bipolaricaulaceae	Bacteria	UP000249818	2026885	Candidatus Bipolaricaulis anaerobius	74.2	Unknown	1319	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000249818/UP000249818_2026885.gene2acc.gz
Candidatus Brocadiaceae	Bacteria	UP000002985	247490	Candidatus Jettenia caeni	78.6	Unknown	3545	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000002985/UP000002985_247490.gene2acc.gz
Candidatus Chazhemtobacteraceae	Bacteria	UP000463983	2715735	Candidatus Chazhemtobacterium aquaticus	55.6	Unknown	837	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000463983/UP000463983_2715735.gene2acc.gz
Candidatus Chloroheliaceae	Bacteria	UP001431572	3003348	Candidatus Chlorohelix allophototropha	93.7	Unknown	4920	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001431572/UP001431572_3003348.gene2acc.gz
